,image,mask
958,archive/Forest Segmented/Forest Segmented/images/217085_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_76.jpg
959,archive/Forest Segmented/Forest Segmented/images/217085_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_77.jpg
960,archive/Forest Segmented/Forest Segmented/images/217085_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_78.jpg
961,archive/Forest Segmented/Forest Segmented/images/217085_sat_86.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_86.jpg
962,archive/Forest Segmented/Forest Segmented/images/217085_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_87.jpg
963,archive/Forest Segmented/Forest Segmented/images/217085_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/217085_mask_88.jpg
964,archive/Forest Segmented/Forest Segmented/images/225945_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/225945_mask_78.jpg
965,archive/Forest Segmented/Forest Segmented/images/226788_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_00.jpg
966,archive/Forest Segmented/Forest Segmented/images/226788_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_02.jpg
967,archive/Forest Segmented/Forest Segmented/images/226788_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_03.jpg
968,archive/Forest Segmented/Forest Segmented/images/226788_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_04.jpg
969,archive/Forest Segmented/Forest Segmented/images/226788_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_05.jpg
970,archive/Forest Segmented/Forest Segmented/images/226788_sat_06.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_06.jpg
971,archive/Forest Segmented/Forest Segmented/images/226788_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_08.jpg
972,archive/Forest Segmented/Forest Segmented/images/226788_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_13.jpg
973,archive/Forest Segmented/Forest Segmented/images/226788_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_15.jpg
974,archive/Forest Segmented/Forest Segmented/images/226788_sat_16.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_16.jpg
975,archive/Forest Segmented/Forest Segmented/images/226788_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_18.jpg
976,archive/Forest Segmented/Forest Segmented/images/226788_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_26.jpg
977,archive/Forest Segmented/Forest Segmented/images/226788_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_27.jpg
978,archive/Forest Segmented/Forest Segmented/images/226788_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_30.jpg
979,archive/Forest Segmented/Forest Segmented/images/226788_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_31.jpg
980,archive/Forest Segmented/Forest Segmented/images/226788_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_32.jpg
981,archive/Forest Segmented/Forest Segmented/images/226788_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_33.jpg
982,archive/Forest Segmented/Forest Segmented/images/226788_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_35.jpg
983,archive/Forest Segmented/Forest Segmented/images/226788_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_36.jpg
984,archive/Forest Segmented/Forest Segmented/images/226788_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_37.jpg
985,archive/Forest Segmented/Forest Segmented/images/226788_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_38.jpg
986,archive/Forest Segmented/Forest Segmented/images/226788_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_40.jpg
987,archive/Forest Segmented/Forest Segmented/images/226788_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_41.jpg
988,archive/Forest Segmented/Forest Segmented/images/226788_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_43.jpg
989,archive/Forest Segmented/Forest Segmented/images/226788_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_45.jpg
990,archive/Forest Segmented/Forest Segmented/images/226788_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_46.jpg
991,archive/Forest Segmented/Forest Segmented/images/226788_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_50.jpg
992,archive/Forest Segmented/Forest Segmented/images/226788_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_51.jpg
993,archive/Forest Segmented/Forest Segmented/images/226788_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_52.jpg
994,archive/Forest Segmented/Forest Segmented/images/226788_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_53.jpg
995,archive/Forest Segmented/Forest Segmented/images/226788_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_54.jpg
996,archive/Forest Segmented/Forest Segmented/images/226788_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_55.jpg
997,archive/Forest Segmented/Forest Segmented/images/226788_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_56.jpg
998,archive/Forest Segmented/Forest Segmented/images/226788_sat_57.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_57.jpg
999,archive/Forest Segmented/Forest Segmented/images/226788_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_60.jpg
1000,archive/Forest Segmented/Forest Segmented/images/226788_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_61.jpg
1001,archive/Forest Segmented/Forest Segmented/images/226788_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_62.jpg
1002,archive/Forest Segmented/Forest Segmented/images/226788_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_64.jpg
1003,archive/Forest Segmented/Forest Segmented/images/226788_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_65.jpg
1004,archive/Forest Segmented/Forest Segmented/images/226788_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_66.jpg
1005,archive/Forest Segmented/Forest Segmented/images/226788_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_67.jpg
1006,archive/Forest Segmented/Forest Segmented/images/226788_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_68.jpg
1007,archive/Forest Segmented/Forest Segmented/images/226788_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_70.jpg
1008,archive/Forest Segmented/Forest Segmented/images/226788_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_71.jpg
1009,archive/Forest Segmented/Forest Segmented/images/226788_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_72.jpg
1010,archive/Forest Segmented/Forest Segmented/images/226788_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_73.jpg
1011,archive/Forest Segmented/Forest Segmented/images/226788_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_74.jpg
1012,archive/Forest Segmented/Forest Segmented/images/226788_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_75.jpg
1013,archive/Forest Segmented/Forest Segmented/images/226788_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_76.jpg
1014,archive/Forest Segmented/Forest Segmented/images/226788_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_77.jpg
1015,archive/Forest Segmented/Forest Segmented/images/226788_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_78.jpg
1016,archive/Forest Segmented/Forest Segmented/images/226788_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_80.jpg
1017,archive/Forest Segmented/Forest Segmented/images/226788_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_81.jpg
1018,archive/Forest Segmented/Forest Segmented/images/226788_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_82.jpg
1019,archive/Forest Segmented/Forest Segmented/images/226788_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_83.jpg
1020,archive/Forest Segmented/Forest Segmented/images/226788_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_84.jpg
1021,archive/Forest Segmented/Forest Segmented/images/226788_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_85.jpg
1022,archive/Forest Segmented/Forest Segmented/images/226788_sat_86.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_86.jpg
1023,archive/Forest Segmented/Forest Segmented/images/226788_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_87.jpg
1024,archive/Forest Segmented/Forest Segmented/images/226788_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/226788_mask_88.jpg
1025,archive/Forest Segmented/Forest Segmented/images/242583_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_01.jpg
1026,archive/Forest Segmented/Forest Segmented/images/242583_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_07.jpg
1027,archive/Forest Segmented/Forest Segmented/images/242583_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_08.jpg
1028,archive/Forest Segmented/Forest Segmented/images/242583_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_10.jpg
1029,archive/Forest Segmented/Forest Segmented/images/242583_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_11.jpg
1030,archive/Forest Segmented/Forest Segmented/images/242583_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_12.jpg
1031,archive/Forest Segmented/Forest Segmented/images/242583_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_13.jpg
1032,archive/Forest Segmented/Forest Segmented/images/242583_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_14.jpg
1033,archive/Forest Segmented/Forest Segmented/images/242583_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_15.jpg
1034,archive/Forest Segmented/Forest Segmented/images/242583_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_18.jpg
1035,archive/Forest Segmented/Forest Segmented/images/242583_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_20.jpg
1036,archive/Forest Segmented/Forest Segmented/images/242583_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_21.jpg
1037,archive/Forest Segmented/Forest Segmented/images/242583_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_22.jpg
1038,archive/Forest Segmented/Forest Segmented/images/242583_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_23.jpg
1039,archive/Forest Segmented/Forest Segmented/images/242583_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_24.jpg
1040,archive/Forest Segmented/Forest Segmented/images/242583_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_25.jpg
1041,archive/Forest Segmented/Forest Segmented/images/242583_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_28.jpg
1042,archive/Forest Segmented/Forest Segmented/images/242583_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_32.jpg
1043,archive/Forest Segmented/Forest Segmented/images/242583_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_33.jpg
1044,archive/Forest Segmented/Forest Segmented/images/242583_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_34.jpg
1045,archive/Forest Segmented/Forest Segmented/images/242583_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_38.jpg
1046,archive/Forest Segmented/Forest Segmented/images/242583_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_42.jpg
1047,archive/Forest Segmented/Forest Segmented/images/242583_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_43.jpg
1048,archive/Forest Segmented/Forest Segmented/images/242583_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_44.jpg
1049,archive/Forest Segmented/Forest Segmented/images/242583_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_52.jpg
1050,archive/Forest Segmented/Forest Segmented/images/242583_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_62.jpg
1051,archive/Forest Segmented/Forest Segmented/images/242583_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_63.jpg
1052,archive/Forest Segmented/Forest Segmented/images/242583_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_64.jpg
1053,archive/Forest Segmented/Forest Segmented/images/242583_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_65.jpg
1054,archive/Forest Segmented/Forest Segmented/images/242583_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_66.jpg
1055,archive/Forest Segmented/Forest Segmented/images/242583_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_72.jpg
1056,archive/Forest Segmented/Forest Segmented/images/242583_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_74.jpg
1057,archive/Forest Segmented/Forest Segmented/images/242583_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_76.jpg
1058,archive/Forest Segmented/Forest Segmented/images/242583_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_77.jpg
1059,archive/Forest Segmented/Forest Segmented/images/242583_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_78.jpg
1060,archive/Forest Segmented/Forest Segmented/images/242583_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_82.jpg
1061,archive/Forest Segmented/Forest Segmented/images/242583_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_83.jpg
1062,archive/Forest Segmented/Forest Segmented/images/242583_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_84.jpg
1063,archive/Forest Segmented/Forest Segmented/images/242583_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/242583_mask_88.jpg
1064,archive/Forest Segmented/Forest Segmented/images/24813_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_03.jpg
1065,archive/Forest Segmented/Forest Segmented/images/24813_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_11.jpg
1066,archive/Forest Segmented/Forest Segmented/images/24813_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_12.jpg
1067,archive/Forest Segmented/Forest Segmented/images/24813_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_13.jpg
1068,archive/Forest Segmented/Forest Segmented/images/24813_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_20.jpg
1069,archive/Forest Segmented/Forest Segmented/images/24813_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_21.jpg
1070,archive/Forest Segmented/Forest Segmented/images/24813_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_31.jpg
1071,archive/Forest Segmented/Forest Segmented/images/24813_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_32.jpg
1072,archive/Forest Segmented/Forest Segmented/images/24813_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_40.jpg
1073,archive/Forest Segmented/Forest Segmented/images/24813_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_41.jpg
1074,archive/Forest Segmented/Forest Segmented/images/24813_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_42.jpg
1075,archive/Forest Segmented/Forest Segmented/images/24813_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_53.jpg
1076,archive/Forest Segmented/Forest Segmented/images/24813_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_63.jpg
1077,archive/Forest Segmented/Forest Segmented/images/24813_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_64.jpg
1078,archive/Forest Segmented/Forest Segmented/images/24813_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_73.jpg
1079,archive/Forest Segmented/Forest Segmented/images/24813_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_74.jpg
1080,archive/Forest Segmented/Forest Segmented/images/24813_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_83.jpg
1081,archive/Forest Segmented/Forest Segmented/images/24813_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_84.jpg
1082,archive/Forest Segmented/Forest Segmented/images/24813_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/24813_mask_85.jpg
1083,archive/Forest Segmented/Forest Segmented/images/255711_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/255711_mask_00.jpg
1084,archive/Forest Segmented/Forest Segmented/images/255876_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/255876_mask_00.jpg
