,image,mask
2692,archive/Forest Segmented/Forest Segmented/images/210473_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/740937_mask_13.jpg
2361,archive/Forest Segmented/Forest Segmented/images/850510_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/182422_mask_27.jpg
4113,archive/Forest Segmented/Forest Segmented/images/162310_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_84.jpg
1336,archive/Forest Segmented/Forest Segmented/images/148381_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_84.jpg
2189,archive/Forest Segmented/Forest Segmented/images/524518_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_41.jpg
4693,archive/Forest Segmented/Forest Segmented/images/428327_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/925425_mask_47.jpg
4687,archive/Forest Segmented/Forest Segmented/images/943943_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_16.jpg
3829,archive/Forest Segmented/Forest Segmented/images/825816_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_42.jpg
3142,archive/Forest Segmented/Forest Segmented/images/644103_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_48.jpg
4954,archive/Forest Segmented/Forest Segmented/images/338661_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/943943_mask_18.jpg
1171,archive/Forest Segmented/Forest Segmented/images/525105_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/981852_mask_43.jpg
2715,archive/Forest Segmented/Forest Segmented/images/924236_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/986342_mask_68.jpg
4294,archive/Forest Segmented/Forest Segmented/images/96870_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_13.jpg
1422,archive/Forest Segmented/Forest Segmented/images/134465_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_75.jpg
4280,archive/Forest Segmented/Forest Segmented/images/361129_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_55.jpg
2776,archive/Forest Segmented/Forest Segmented/images/491696_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_37.jpg
4247,archive/Forest Segmented/Forest Segmented/images/713813_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_43.jpg
1464,archive/Forest Segmented/Forest Segmented/images/176225_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_57.jpg
874,archive/Forest Segmented/Forest Segmented/images/736869_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_81.jpg
2297,archive/Forest Segmented/Forest Segmented/images/935318_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_72.jpg
2432,archive/Forest Segmented/Forest Segmented/images/882451_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_65.jpg
4436,archive/Forest Segmented/Forest Segmented/images/866782_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_44.jpg
1251,archive/Forest Segmented/Forest Segmented/images/565914_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_87.jpg
2457,archive/Forest Segmented/Forest Segmented/images/880610_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_53.jpg
840,archive/Forest Segmented/Forest Segmented/images/352808_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_24.jpg
3221,archive/Forest Segmented/Forest Segmented/images/417313_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_15.jpg
581,archive/Forest Segmented/Forest Segmented/images/940229_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_87.jpg
204,archive/Forest Segmented/Forest Segmented/images/691384_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_23.jpg
1641,archive/Forest Segmented/Forest Segmented/images/255876_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_18.jpg
2014,archive/Forest Segmented/Forest Segmented/images/870705_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_17.jpg
905,archive/Forest Segmented/Forest Segmented/images/524518_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_35.jpg
631,archive/Forest Segmented/Forest Segmented/images/778804_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_21.jpg
3247,archive/Forest Segmented/Forest Segmented/images/331533_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/876248_mask_58.jpg
1974,archive/Forest Segmented/Forest Segmented/images/772567_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_28.jpg
162,archive/Forest Segmented/Forest Segmented/images/850510_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/981852_mask_52.jpg
4542,archive/Forest Segmented/Forest Segmented/images/133209_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_85.jpg
3002,archive/Forest Segmented/Forest Segmented/images/739122_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/443271_mask_84.jpg
4594,archive/Forest Segmented/Forest Segmented/images/361129_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_85.jpg
617,archive/Forest Segmented/Forest Segmented/images/825816_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_17.jpg
875,archive/Forest Segmented/Forest Segmented/images/351271_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_23.jpg
1431,archive/Forest Segmented/Forest Segmented/images/739760_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_00.jpg
547,archive/Forest Segmented/Forest Segmented/images/882451_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_28.jpg
4755,archive/Forest Segmented/Forest Segmented/images/392711_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/679507_mask_18.jpg
4645,archive/Forest Segmented/Forest Segmented/images/340898_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/563092_mask_75.jpg
4316,archive/Forest Segmented/Forest Segmented/images/749375_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_26.jpg
3866,archive/Forest Segmented/Forest Segmented/images/861353_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_40.jpg
2792,archive/Forest Segmented/Forest Segmented/images/176225_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_66.jpg
2592,archive/Forest Segmented/Forest Segmented/images/736869_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_81.jpg
4631,archive/Forest Segmented/Forest Segmented/images/210473_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/143794_mask_36.jpg
1861,archive/Forest Segmented/Forest Segmented/images/605764_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_55.jpg
640,archive/Forest Segmented/Forest Segmented/images/634717_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_63.jpg
3134,archive/Forest Segmented/Forest Segmented/images/76759_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_23.jpg
637,archive/Forest Segmented/Forest Segmented/images/217085_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_10.jpg
3684,archive/Forest Segmented/Forest Segmented/images/850510_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_67.jpg
3623,archive/Forest Segmented/Forest Segmented/images/624916_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_44.jpg
2308,archive/Forest Segmented/Forest Segmented/images/340898_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_21.jpg
3133,archive/Forest Segmented/Forest Segmented/images/784518_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_25.jpg
2096,archive/Forest Segmented/Forest Segmented/images/491696_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_11.jpg
2594,archive/Forest Segmented/Forest Segmented/images/524056_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_06.jpg
3227,archive/Forest Segmented/Forest Segmented/images/524056_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_78.jpg
4643,archive/Forest Segmented/Forest Segmented/images/226788_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_36.jpg
2978,archive/Forest Segmented/Forest Segmented/images/202277_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/406425_mask_31.jpg
921,archive/Forest Segmented/Forest Segmented/images/143794_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_60.jpg
546,archive/Forest Segmented/Forest Segmented/images/943943_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/740937_mask_84.jpg
5046,archive/Forest Segmented/Forest Segmented/images/691384_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_26.jpg
1900,archive/Forest Segmented/Forest Segmented/images/406425_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_60.jpg
2028,archive/Forest Segmented/Forest Segmented/images/739122_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/870705_mask_11.jpg
2301,archive/Forest Segmented/Forest Segmented/images/986342_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_14.jpg
1885,archive/Forest Segmented/Forest Segmented/images/3484_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_62.jpg
1642,archive/Forest Segmented/Forest Segmented/images/534154_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_05.jpg
3676,archive/Forest Segmented/Forest Segmented/images/978039_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_42.jpg
4914,archive/Forest Segmented/Forest Segmented/images/204494_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/621206_mask_82.jpg
2097,archive/Forest Segmented/Forest Segmented/images/352808_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_00.jpg
4453,archive/Forest Segmented/Forest Segmented/images/524518_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_28.jpg
3732,archive/Forest Segmented/Forest Segmented/images/174980_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_57.jpg
4593,archive/Forest Segmented/Forest Segmented/images/626208_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_56.jpg
5074,archive/Forest Segmented/Forest Segmented/images/71619_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/499418_mask_83.jpg
836,archive/Forest Segmented/Forest Segmented/images/950926_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_17.jpg
601,archive/Forest Segmented/Forest Segmented/images/605764_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_23.jpg
2184,archive/Forest Segmented/Forest Segmented/images/940229_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_38.jpg
4051,archive/Forest Segmented/Forest Segmented/images/111335_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/848728_mask_77.jpg
2596,archive/Forest Segmented/Forest Segmented/images/619800_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_33.jpg
4403,archive/Forest Segmented/Forest Segmented/images/632489_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_68.jpg
1582,archive/Forest Segmented/Forest Segmented/images/162310_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/299287_mask_47.jpg
4362,archive/Forest Segmented/Forest Segmented/images/156574_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_03.jpg
2651,archive/Forest Segmented/Forest Segmented/images/210473_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/76759_mask_84.jpg
3990,archive/Forest Segmented/Forest Segmented/images/919051_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/427037_mask_85.jpg
1070,archive/Forest Segmented/Forest Segmented/images/334677_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/998002_mask_41.jpg
1775,archive/Forest Segmented/Forest Segmented/images/897901_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_36.jpg
4913,archive/Forest Segmented/Forest Segmented/images/888343_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/280861_mask_23.jpg
1283,archive/Forest Segmented/Forest Segmented/images/652883_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/299287_mask_21.jpg
4210,archive/Forest Segmented/Forest Segmented/images/668465_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_37.jpg
3434,archive/Forest Segmented/Forest Segmented/images/27460_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/204494_mask_25.jpg
4858,archive/Forest Segmented/Forest Segmented/images/417313_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_33.jpg
1836,archive/Forest Segmented/Forest Segmented/images/122178_sat_07.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_02.jpg
4336,archive/Forest Segmented/Forest Segmented/images/794214_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_14.jpg
1019,archive/Forest Segmented/Forest Segmented/images/255876_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_22.jpg
3364,archive/Forest Segmented/Forest Segmented/images/210473_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_11.jpg
1326,archive/Forest Segmented/Forest Segmented/images/650253_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/967818_mask_28.jpg
475,archive/Forest Segmented/Forest Segmented/images/226788_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/280861_mask_04.jpg
3705,archive/Forest Segmented/Forest Segmented/images/774779_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/96870_mask_82.jpg
1651,archive/Forest Segmented/Forest Segmented/images/624916_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_64.jpg
4748,archive/Forest Segmented/Forest Segmented/images/454655_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_84.jpg
4381,archive/Forest Segmented/Forest Segmented/images/873132_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/868003_mask_41.jpg
2977,archive/Forest Segmented/Forest Segmented/images/226788_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/463855_mask_58.jpg
2591,archive/Forest Segmented/Forest Segmented/images/882451_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/491696_mask_62.jpg
2705,archive/Forest Segmented/Forest Segmented/images/888343_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/858771_mask_83.jpg
1373,archive/Forest Segmented/Forest Segmented/images/345134_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_74.jpg
739,archive/Forest Segmented/Forest Segmented/images/210473_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_11.jpg
4861,archive/Forest Segmented/Forest Segmented/images/943943_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_11.jpg
2552,archive/Forest Segmented/Forest Segmented/images/528163_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_40.jpg
867,archive/Forest Segmented/Forest Segmented/images/861353_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_70.jpg
1140,archive/Forest Segmented/Forest Segmented/images/428327_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_53.jpg
997,archive/Forest Segmented/Forest Segmented/images/691384_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_55.jpg
1337,archive/Forest Segmented/Forest Segmented/images/777185_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_77.jpg
541,archive/Forest Segmented/Forest Segmented/images/875328_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_88.jpg
1099,archive/Forest Segmented/Forest Segmented/images/739122_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_24.jpg
1132,archive/Forest Segmented/Forest Segmented/images/950926_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_10.jpg
4958,archive/Forest Segmented/Forest Segmented/images/575902_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_11.jpg
2843,archive/Forest Segmented/Forest Segmented/images/406425_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_24.jpg
2258,archive/Forest Segmented/Forest Segmented/images/351271_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_74.jpg
4133,archive/Forest Segmented/Forest Segmented/images/679507_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_86.jpg
59,archive/Forest Segmented/Forest Segmented/images/688544_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/906113_mask_46.jpg
3024,archive/Forest Segmented/Forest Segmented/images/651312_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_00.jpg
1938,archive/Forest Segmented/Forest Segmented/images/351271_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_61.jpg
